dim_age,dim_gender,dim_product_category,dim_season,dim_location,dim_item_purchased,meas_store_visits_per_month,meas_total_spending,dim_online_shopping,meas_membership_duration,meas_discount_usage,dim_preferred_payment_method,meas_days_since_last_purchase,meas_loyalty_points,meas_average_basket_size,meas_annual_income,meas_purchase_frequency,dim_preferred_product_category,meas_satisfaction_score,meas_cross_channel_shopping,dim_order_date
37.0,Male,Accessories,Fall,Wyoming,Gloves,9.0,1004.0,Yes,21.0,1.0,Mobile Wallet,26.0,98.0,1.0,78828.0,9.0,Footwear,4.49,True,05-03-2022
38.0,Male,Clothing,Summer,Delaware,Pants,16.0,5812.0,Yes,6.0,1.0,Cash,3.0,21.0,6.0,112062.0,1.0,Accessories,4.52,False,16-09-2022
35.0,Male,Footwear,Fall,California,Boots,9.0,4982.0,Yes,12.0,2.0,Cash,18.0,90.0,3.0,111875.0,7.0,Accessories,4.27,False,07-01-2022
28.0,Male,Accessories,Fall,North Dakota,Sunglasses,1.0,9800.0,Yes,6.0,10.0,Mobile Wallet,8.0,45.0,7.0,70274.0,7.0,Footwear,1.34,True,30-09-2022
30.0,Male,Clothing,Summer,South Carolina,Shirt,15.0,5729.0,No,4.0,5.0,Mobile Wallet,18.0,64.0,1.0,59912.0,5.0,Accessories,2.66,False,24-04-2022
69.0,Male,Clothing,Winter,North Carolina,Hoodie,17.0,1618.0,Yes,2.0,9.0,Credit Card,22.0,44.0,8.0,55354.0,8.0,Footwear,1.88,True,16-10-2022
41.0,Male,Clothing,Fall,Oklahoma,Dress,9.0,6170.0,No,20.0,1.0,Debit Card,12.0,81.0,7.0,63120.0,6.0,Clothing,2.98,False,06-09-2022
63.0,Male,Clothing,Spring,Maine,Socks,17.0,6488.0,No,18.0,6.0,Cash,13.0,60.0,5.0,86832.0,9.0,Clothing,3.76,False,22-08-2022
35.0,Male,Clothing,Fall,Missouri,Shorts,10.0,1934.0,Yes,13.0,5.0,Mobile Wallet,4.0,38.0,8.0,42040.0,6.0,Clothing,1.15,True,15-10-2023
36.0,Male,Accessories,Fall,Vermont,Hat,17.0,2804.0,No,19.0,10.0,Cash,29.0,97.0,9.0,69986.0,1.0,Footwear,2.15,True,09-05-2022
25.0,Male,Clothing,Fall,Connecticut,Shirt,16.0,5974.0,No,11.0,9.0,Debit Card,13.0,66.0,5.0,107898.0,4.0,Clothing,2.09,True,06-12-2023
58.0,Male,Accessories,Fall,New Hampshire,Gloves,4.0,1650.0,Yes,24.0,9.0,Debit Card,11.0,18.0,2.0,37084.0,7.0,Footwear,3.37,True,26-01-2022
27.0,Male,Accessories,Summer,Texas,Gloves,10.0,1236.0,Yes,14.0,1.0,Mobile Wallet,21.0,20.0,4.0,92008.0,6.0,Outerwear,4.85,False,25-07-2022
65.0,Male,Accessories,Fall,North Dakota,Backpack,3.0,4765.0,Yes,10.0,1.0,Debit Card,7.0,26.0,5.0,68645.0,2.0,Accessories,2.64,True,03-06-2023
54.0,Male,Accessories,Summer,California,Sunglasses,3.0,4594.0,Yes,7.0,8.0,Mobile Wallet,30.0,64.0,7.0,75374.0,9.0,Clothing,4.92,False,31-08-2022
54.0,Male,Clothing,Summer,Virginia,Skirt,8.0,6196.0,Yes,2.0,2.0,Credit Card,7.0,70.0,4.0,62002.0,4.0,Clothing,2.13,False,21-02-2023
59.0,Male,Accessories,Spring,Delaware,Handbag,20.0,7225.0,No,7.0,3.0,Debit Card,14.0,62.0,6.0,73433.0,8.0,Clothing,2.42,True,02-02-2023
42.0,Male,Accessories,Winter,Kentucky,Handbag,14.0,482.0,Yes,7.0,5.0,Cash,10.0,61.0,5.0,61123.0,9.0,Footwear,3.75,False,31-08-2022
46.0,Male,Footwear,Fall,Delaware,Sneakers,16.0,3990.0,No,18.0,3.0,Cash,14.0,89.0,7.0,57536.0,6.0,Outerwear,3.48,False,06-06-2023
33.0,Male,Accessories,Fall,Arkansas,Gloves,5.0,9675.0,Yes,9.0,7.0,Cash,1.0,50.0,4.0,32894.0,7.0,Footwear,3.49,True,30-09-2022
34.0,Male,Footwear,Summer,Louisiana,Shoes,18.0,218.0,Yes,3.0,3.0,Cash,12.0,68.0,7.0,56383.0,6.0,Clothing,2.8,False,27-08-2022
27.0,Male,Outerwear,Summer,Nevada,Jacket,2.0,6405.0,No,5.0,5.0,Mobile Wallet,1.0,91.0,9.0,67774.0,1.0,Outerwear,2.94,True,04-04-2023
52.0,Male,Clothing,Fall,Wyoming,Shirt,2.0,9613.0,Yes,3.0,9.0,Cash,24.0,58.0,3.0,101067.0,5.0,Accessories,3.33,False,06-05-2023
29.0,Male,Clothing,Summer,Virginia,Shorts,20.0,8362.0,No,21.0,8.0,Debit Card,28.0,38.0,3.0,108900.0,3.0,Accessories,3.34,False,23-04-2023
54.0,Male,Accessories,Summer,Nebraska,Jewelry,10.0,3431.0,No,10.0,4.0,Cash,1.0,62.0,3.0,97549.0,10.0,Outerwear,1.98,True,11-08-2023
25.0,Male,Accessories,Fall,Hawaii,Hat,16.0,8238.0,Yes,2.0,8.0,Credit Card,16.0,41.0,9.0,72994.0,3.0,Accessories,1.8,True,26-06-2023
41.0,Male,Footwear,Winter,Vermont,Shoes,4.0,2297.0,Yes,3.0,9.0,Cash,8.0,44.0,8.0,78733.0,4.0,Footwear,2.08,False,30-08-2023
53.0,Male,Outerwear,Fall,Oklahoma,Coat,11.0,4162.0,Yes,5.0,6.0,Mobile Wallet,13.0,71.0,3.0,98128.0,9.0,Footwear,1.45,True,24-08-2023
53.0,Male,Accessories,Spring,New Hampshire,Backpack,11.0,537.0,Yes,5.0,6.0,Debit Card,29.0,0.0,1.0,70535.0,4.0,Clothing,2.72,True,24-10-2023
21.0,Male,Clothing,Fall,Kansas,Hoodie,8.0,7834.0,No,2.0,7.0,Mobile Wallet,21.0,11.0,1.0,62873.0,8.0,Outerwear,2.4,True,10-02-2022
61.0,Male,Clothing,Fall,Idaho,Skirt,7.0,8397.0,No,23.0,9.0,Cash,29.0,84.0,9.0,30177.0,3.0,Clothing,4.64,True,09-01-2023
64.0,Male,Footwear,Fall,Illinois,Boots,20.0,5626.0,Yes,1.0,10.0,Credit Card,17.0,57.0,3.0,118685.0,9.0,Clothing,1.26,False,31-10-2023
51.0,Male,Footwear,Fall,South Dakota,Sandals,8.0,2373.0,Yes,22.0,10.0,Credit Card,12.0,77.0,3.0,93384.0,2.0,Clothing,4.52,True,11-07-2022
32.0,Male,Clothing,Summer,Massachusetts,Pants,19.0,3105.0,No,8.0,8.0,Credit Card,6.0,40.0,8.0,69734.0,1.0,Footwear,4.97,True,14-11-2022
38.0,Male,Accessories,Summer,Alabama,Gloves,13.0,6032.0,Yes,24.0,5.0,Cash,6.0,47.0,1.0,105756.0,7.0,Clothing,1.25,False,07-04-2023
58.0,Male,Clothing,Spring,Ohio,Skirt,5.0,1627.0,Yes,5.0,9.0,Debit Card,9.0,2.0,1.0,50868.0,6.0,Accessories,1.01,True,22-01-2022
32.0,Male,Footwear,Spring,Hawaii,Sneakers,3.0,5797.0,No,3.0,8.0,Debit Card,21.0,98.0,6.0,45133.0,8.0,Accessories,4.38,True,24-11-2022
46.0,Male,Clothing,Summer,Wisconsin,T-shirt,18.0,6672.0,No,18.0,7.0,Debit Card,19.0,89.0,10.0,47882.0,9.0,Outerwear,2.24,True,24-09-2023
39.0,Male,Accessories,Summer,Minnesota,Backpack,20.0,7507.0,Yes,2.0,5.0,Debit Card,30.0,2.0,1.0,77591.0,2.0,Accessories,2.2,True,29-07-2022
19.0,Male,Footwear,Spring,Georgia,Shoes,13.0,6078.0,Yes,8.0,4.0,Credit Card,16.0,93.0,3.0,65569.0,2.0,Footwear,3.24,False,03-10-2023
50.0,Male,Clothing,Spring,Arkansas,Hoodie,18.0,8829.0,No,12.0,7.0,Mobile Wallet,7.0,86.0,8.0,110039.0,8.0,Outerwear,4.08,False,15-12-2022
36.0,Male,Clothing,Fall,West Virginia,Blouse,13.0,981.0,No,23.0,8.0,Debit Card,29.0,78.0,5.0,36830.0,8.0,Accessories,1.62,True,12-09-2022
65.0,Male,Outerwear,Fall,Indiana,Coat,9.0,686.0,No,5.0,10.0,Credit Card,2.0,44.0,3.0,118426.0,5.0,Outerwear,2.2,False,18-02-2023
64.0,Male,Accessories,Fall,Utah,Hat,11.0,8741.0,No,5.0,6.0,Credit Card,6.0,15.0,3.0,100499.0,6.0,Footwear,4.39,True,16-02-2022
46.0,Male,Footwear,Summer,Nebraska,Shoes,1.0,3506.0,No,22.0,1.0,Debit Card,20.0,34.0,1.0,49479.0,7.0,Footwear,1.01,True,17-01-2022
36.0,Male,Accessories,Fall,North Dakota,Belt,7.0,6847.0,Yes,20.0,2.0,Debit Card,28.0,66.0,6.0,84830.0,4.0,Outerwear,1.61,True,25-09-2022
51.0,Male,Accessories,Spring,Missouri,Backpack,20.0,5482.0,Yes,9.0,5.0,Mobile Wallet,13.0,58.0,10.0,64560.0,4.0,Clothing,3.08,False,07-05-2022
51.0,Male,Outerwear,Fall,New York,Jacket,8.0,4181.0,No,13.0,6.0,Credit Card,15.0,79.0,3.0,102359.0,7.0,Accessories,2.78,True,24-07-2022
38.0,Male,Footwear,Summer,Washington,Boots,1.0,9707.0,No,20.0,3.0,Debit Card,10.0,35.0,7.0,79220.0,10.0,Outerwear,3.91,True,13-10-2022
59.0,Male,Accessories,Fall,South Carolina,Scarf,2.0,3069.0,Yes,18.0,8.0,Mobile Wallet,15.0,20.0,10.0,118790.0,9.0,Clothing,2.08,False,31-07-2022
57.0,Male,Accessories,Winter,Utah,Jewelry,19.0,3053.0,Yes,6.0,5.0,Credit Card,17.0,33.0,10.0,102710.0,3.0,Footwear,2.55,True,16-07-2022
54.0,Male,Accessories,Summer,Idaho,Hat,17.0,6300.0,Yes,22.0,6.0,Debit Card,15.0,3.0,8.0,117827.0,5.0,Accessories,3.39,True,04-06-2022
25.0,Male,Clothing,Summer,Pennsylvania,Dress,10.0,8730.0,Yes,12.0,9.0,Cash,30.0,80.0,6.0,30589.0,1.0,Outerwear,3.63,True,30-04-2022
69.0,Male,Clothing,Fall,Missouri,Blouse,11.0,7839.0,Yes,19.0,6.0,Mobile Wallet,24.0,17.0,5.0,86333.0,10.0,Footwear,4.57,False,04-10-2022
57.0,Male,Accessories,Spring,Nebraska,Hat,19.0,6751.0,No,5.0,8.0,Credit Card,15.0,21.0,9.0,70014.0,3.0,Outerwear,4.93,False,21-05-2023
70.0,Male,Accessories,Fall,Indiana,Scarf,19.0,591.0,No,4.0,10.0,Mobile Wallet,1.0,79.0,1.0,109909.0,10.0,Footwear,4.03,False,22-05-2023
24.0,Male,Footwear,Fall,Arizona,Sneakers,4.0,3239.0,No,3.0,9.0,Credit Card,23.0,48.0,4.0,58017.0,6.0,Footwear,1.26,True,21-11-2023
67.0,Male,Clothing,Winter,Hawaii,Shirt,14.0,2114.0,No,24.0,8.0,Credit Card,3.0,72.0,10.0,67371.0,4.0,Outerwear,4.46,False,16-11-2022
24.0,Male,Clothing,Summer,Wisconsin,T-shirt,8.0,3597.0,No,16.0,1.0,Mobile Wallet,18.0,41.0,5.0,47693.0,5.0,Footwear,2.55,False,09-09-2022
62.0,Male,Accessories,Summer,Rhode Island,Gloves,11.0,7463.0,Yes,17.0,7.0,Cash,30.0,99.0,7.0,57787.0,2.0,Clothing,3.15,True,09-09-2022
57.0,Male,Clothing,Spring,Wisconsin,Skirt,13.0,4109.0,Yes,24.0,5.0,Cash,10.0,24.0,1.0,115753.0,8.0,Outerwear,2.34,False,03-12-2022
55.0,Male,Footwear,Winter,Minnesota,Sandals,11.0,9487.0,Yes,22.0,5.0,Mobile Wallet,20.0,36.0,8.0,111822.0,5.0,Outerwear,4.92,True,24-08-2022
45.0,Male,Outerwear,Fall,Vermont,Jacket,4.0,3352.0,No,10.0,8.0,Mobile Wallet,13.0,65.0,1.0,89433.0,10.0,Clothing,4.05,True,20-11-2022
69.0,Male,Clothing,Fall,South Dakota,Skirt,9.0,6157.0,Yes,15.0,6.0,Mobile Wallet,18.0,62.0,5.0,73913.0,7.0,Outerwear,1.44,True,31-05-2023
67.0,Male,Accessories,Fall,Virginia,Handbag,8.0,210.0,No,14.0,5.0,Cash,28.0,59.0,4.0,94920.0,2.0,Accessories,3.15,True,11-03-2022
30.0,Male,Accessories,Fall,Nevada,Handbag,11.0,425.0,No,10.0,9.0,Credit Card,28.0,26.0,5.0,81116.0,9.0,Footwear,2.1,True,08-12-2023
24.0,Male,Outerwear,Summer,Hawaii,Jacket,13.0,4016.0,No,2.0,7.0,Debit Card,16.0,56.0,7.0,111894.0,2.0,Outerwear,3.92,True,16-02-2023
62.0,Male,Accessories,Spring,New Jersey,Scarf,12.0,4085.0,Yes,22.0,2.0,Mobile Wallet,30.0,51.0,6.0,59604.0,2.0,Clothing,3.75,True,28-05-2022
43.0,Male,Clothing,Spring,Massachusetts,Shorts,19.0,3108.0,Yes,11.0,1.0,Mobile Wallet,22.0,17.0,1.0,67813.0,10.0,Clothing,4.27,False,03-08-2022
35.0,Male,Accessories,Winter,Oklahoma,Sunglasses,2.0,8899.0,No,15.0,9.0,Debit Card,1.0,54.0,10.0,103361.0,6.0,Footwear,1.81,True,31-08-2023
28.0,Male,Clothing,Spring,California,T-shirt,8.0,7454.0,No,5.0,10.0,Mobile Wallet,26.0,98.0,3.0,82364.0,7.0,Footwear,1.96,False,10-06-2022
32.0,Male,Accessories,Spring,Nevada,Belt,17.0,5906.0,No,8.0,4.0,Debit Card,3.0,100.0,6.0,67221.0,5.0,Accessories,1.76,True,31-08-2023
39.0,Male,Footwear,Spring,Arizona,Sneakers,9.0,5671.0,Yes,24.0,10.0,Mobile Wallet,30.0,100.0,4.0,61948.0,2.0,Accessories,3.79,False,17-07-2022
28.0,Male,Accessories,Summer,North Carolina,Hat,12.0,2045.0,No,8.0,6.0,Cash,29.0,32.0,9.0,41231.0,7.0,Clothing,3.34,False,26-05-2022
47.0,Male,Accessories,Spring,New York,Gloves,18.0,7977.0,No,6.0,5.0,Credit Card,6.0,33.0,4.0,39372.0,8.0,Outerwear,2.69,False,28-08-2022
20.0,Male,Clothing,Spring,Wyoming,Pants,3.0,1207.0,No,21.0,10.0,Credit Card,1.0,13.0,2.0,98164.0,4.0,Accessories,1.25,False,29-06-2022
63.0,Male,Clothing,Summer,South Dakota,Socks,14.0,1777.0,No,9.0,5.0,Debit Card,25.0,39.0,10.0,59570.0,8.0,Outerwear,1.63,False,01-03-2023
25.0,Male,Outerwear,Spring,Arkansas,Jacket,18.0,3434.0,No,2.0,3.0,Cash,6.0,25.0,2.0,64093.0,3.0,Accessories,4.4,True,24-08-2022
29.0,Male,Footwear,Spring,Texas,Shoes,7.0,6063.0,Yes,8.0,3.0,Debit Card,12.0,79.0,5.0,60830.0,7.0,Clothing,2.38,True,05-06-2023
50.0,Male,Clothing,Winter,Rhode Island,Jeans,16.0,2233.0,Yes,1.0,1.0,Cash,25.0,76.0,7.0,92477.0,1.0,Footwear,1.72,True,10-07-2023
18.0,Male,Clothing,Spring,New Hampshire,Socks,8.0,6352.0,Yes,22.0,2.0,Cash,21.0,42.0,10.0,74743.0,10.0,Outerwear,4.05,False,05-09-2022
70.0,Male,Footwear,Spring,Ohio,Sandals,8.0,8358.0,No,7.0,7.0,Credit Card,1.0,1.0,5.0,81222.0,4.0,Outerwear,2.06,True,26-11-2022
66.0,Male,Accessories,Fall,Utah,Scarf,3.0,6381.0,No,16.0,5.0,Debit Card,4.0,67.0,3.0,34633.0,4.0,Accessories,4.93,True,23-01-2023
28.0,Male,Clothing,Spring,Tennessee,Blouse,4.0,4626.0,No,1.0,9.0,Credit Card,8.0,93.0,1.0,117711.0,9.0,Accessories,3.81,False,08-10-2023
54.0,Male,Accessories,Winter,Hawaii,Jewelry,6.0,5613.0,No,11.0,5.0,Credit Card,24.0,41.0,6.0,68388.0,10.0,Footwear,2.52,False,19-08-2023
19.0,Male,Clothing,Fall,Arizona,Sweater,2.0,7085.0,Yes,14.0,3.0,Cash,5.0,34.0,10.0,43427.0,7.0,Outerwear,2.42,True,31-07-2022
20.0,Male,Accessories,Summer,South Dakota,Gloves,17.0,9784.0,No,13.0,7.0,Cash,29.0,39.0,3.0,78001.0,3.0,Footwear,3.42,True,24-02-2023
43.0,Male,Accessories,Winter,New Jersey,Sunglasses,11.0,2962.0,No,4.0,8.0,Cash,4.0,49.0,2.0,112381.0,6.0,Accessories,4.13,False,25-08-2022
38.0,Male,Outerwear,Winter,North Dakota,Coat,16.0,9355.0,Yes,1.0,9.0,Credit Card,26.0,80.0,9.0,61766.0,9.0,Outerwear,3.88,True,12-05-2022
50.0,Male,Clothing,Summer,Iowa,Dress,12.0,4775.0,No,4.0,6.0,Debit Card,29.0,46.0,8.0,91457.0,4.0,Clothing,2.24,False,25-02-2022
64.0,Male,Clothing,Fall,Ohio,Skirt,14.0,9300.0,No,14.0,2.0,Mobile Wallet,7.0,75.0,8.0,63714.0,4.0,Accessories,4.96,True,22-01-2023
49.0,Male,Clothing,Summer,Vermont,Pants,18.0,4622.0,No,12.0,7.0,Cash,26.0,38.0,5.0,113149.0,2.0,Clothing,3.78,True,19-10-2023
47.0,Male,Clothing,Winter,Montana,Sweater,2.0,2983.0,Yes,22.0,8.0,Cash,16.0,91.0,8.0,101481.0,2.0,Footwear,4.26,False,11-11-2022
36.0,Male,Clothing,Winter,Delaware,Hoodie,12.0,8420.0,Yes,14.0,2.0,Credit Card,19.0,95.0,2.0,30406.0,5.0,Clothing,1.97,False,01-08-2023
55.0,Male,Outerwear,Summer,New York,Coat,9.0,7165.0,No,23.0,3.0,Debit Card,3.0,57.0,8.0,68496.0,8.0,Footwear,2.18,True,09-09-2022
25.0,Male,Accessories,Winter,Kentucky,Jewelry,10.0,9791.0,Yes,3.0,5.0,Mobile Wallet,25.0,100.0,1.0,39746.0,2.0,Clothing,2.51,False,07-01-2023
53.0,Male,Accessories,Spring,Oregon,Belt,10.0,4762.0,Yes,3.0,3.0,Credit Card,8.0,24.0,4.0,118305.0,4.0,Footwear,4.34,True,05-10-2022
49.0,Male,Footwear,Summer,Rhode Island,Sandals,6.0,2859.0,Yes,5.0,5.0,Debit Card,27.0,66.0,8.0,42748.0,6.0,Outerwear,1.04,True,17-06-2022
35.0,Male,Accessories,Spring,Nevada,Sunglasses,19.0,2114.0,No,9.0,10.0,Cash,16.0,29.0,1.0,44982.0,1.0,Footwear,3.5,True,16-09-2022
29.0,Male,Clothing,Spring,Montana,Sweater,18.0,2542.0,Yes,24.0,2.0,Cash,6.0,52.0,6.0,70849.0,9.0,Accessories,2.44,False,22-08-2023
47.0,Male,Accessories,Winter,Pennsylvania,Belt,14.0,3116.0,No,3.0,8.0,Credit Card,21.0,95.0,3.0,91674.0,7.0,Footwear,1.24,True,09-03-2022
53.0,Male,Accessories,Fall,Alaska,Handbag,15.0,7983.0,Yes,9.0,8.0,Debit Card,21.0,73.0,1.0,32427.0,1.0,Outerwear,3.16,True,13-08-2022
33.0,Male,Clothing,Fall,Mississippi,Skirt,11.0,4497.0,No,5.0,8.0,Credit Card,4.0,53.0,3.0,43124.0,4.0,Accessories,1.1,True,09-07-2022
21.0,Male,Accessories,Winter,Wyoming,Handbag,9.0,6097.0,No,19.0,4.0,Cash,22.0,80.0,8.0,45300.0,5.0,Accessories,1.64,False,16-06-2022
32.0,Male,Clothing,Summer,Delaware,Shorts,19.0,7430.0,Yes,7.0,3.0,Mobile Wallet,10.0,68.0,10.0,91522.0,4.0,Outerwear,1.25,True,19-06-2023
52.0,Male,Footwear,Winter,Oklahoma,Boots,6.0,9630.0,Yes,8.0,9.0,Credit Card,9.0,21.0,5.0,69309.0,3.0,Accessories,4.62,False,19-06-2023
67.0,Male,Accessories,Winter,Indiana,Sunglasses,12.0,7218.0,Yes,19.0,4.0,Debit Card,14.0,79.0,1.0,51094.0,3.0,Clothing,2.92,True,20-03-2023
43.0,Male,Accessories,Spring,Maryland,Scarf,7.0,8854.0,Yes,1.0,6.0,Cash,23.0,45.0,3.0,117033.0,6.0,Outerwear,1.96,False,28-02-2022
58.0,Male,Accessories,Spring,South Dakota,Jewelry,18.0,8380.0,Yes,13.0,2.0,Debit Card,16.0,48.0,7.0,41430.0,2.0,Accessories,1.65,True,30-11-2023
20.0,Male,Accessories,Summer,West Virginia,Handbag,14.0,4909.0,Yes,20.0,6.0,Cash,26.0,44.0,8.0,62490.0,2.0,Accessories,1.41,False,28-06-2022
61.0,Male,Accessories,Spring,Alabama,Gloves,1.0,3967.0,Yes,1.0,1.0,Mobile Wallet,29.0,83.0,6.0,45198.0,4.0,Footwear,3.24,False,02-09-2023
32.0,Male,Clothing,Fall,Louisiana,Jeans,13.0,5182.0,Yes,16.0,6.0,Credit Card,16.0,43.0,3.0,31338.0,7.0,Accessories,4.12,False,29-12-2022
38.0,Male,Accessories,Winter,Montana,Hat,12.0,6300.0,No,17.0,6.0,Debit Card,11.0,25.0,7.0,48467.0,8.0,Accessories,4.06,False,27-11-2022
21.0,Male,Clothing,Winter,California,Jeans,4.0,5225.0,No,7.0,6.0,Credit Card,5.0,67.0,9.0,77080.0,4.0,Footwear,2.09,True,05-10-2022
37.0,Male,Clothing,Summer,Hawaii,Pants,13.0,2770.0,Yes,8.0,8.0,Debit Card,22.0,100.0,10.0,66907.0,1.0,Outerwear,4.4,False,22-10-2023
27.0,Male,Clothing,Summer,Iowa,Shorts,1.0,849.0,No,15.0,6.0,Credit Card,29.0,73.0,10.0,50364.0,6.0,Footwear,3.69,True,13-01-2023
36.0,Male,Clothing,Fall,Colorado,Pants,5.0,8348.0,Yes,8.0,2.0,Debit Card,9.0,13.0,5.0,77084.0,5.0,Clothing,4.63,False,01-12-2022
32.0,Male,Accessories,Spring,Michigan,Backpack,17.0,899.0,Yes,18.0,10.0,Debit Card,8.0,96.0,7.0,91314.0,5.0,Outerwear,3.7,False,27-05-2022
51.0,Male,Accessories,Summer,Louisiana,Jewelry,9.0,7945.0,Yes,11.0,3.0,Debit Card,6.0,4.0,4.0,62332.0,1.0,Footwear,3.38,False,13-10-2022
64.0,Male,Clothing,Spring,Maryland,Sweater,15.0,7532.0,No,11.0,4.0,Credit Card,2.0,79.0,9.0,99112.0,10.0,Outerwear,1.69,False,07-01-2023
68.0,Male,Footwear,Spring,Georgia,Shoes,1.0,4649.0,No,18.0,8.0,Debit Card,7.0,79.0,8.0,49928.0,3.0,Accessories,4.18,True,24-06-2023
68.0,Male,Clothing,Winter,Georgia,Blouse,19.0,795.0,Yes,23.0,6.0,Credit Card,5.0,57.0,5.0,77235.0,6.0,Outerwear,4.71,True,03-06-2023
33.0,Male,Clothing,Fall,North Dakota,Jeans,5.0,4498.0,No,19.0,6.0,Cash,15.0,78.0,1.0,53011.0,7.0,Outerwear,3.63,True,15-06-2022
65.0,Male,Accessories,Summer,Maryland,Sunglasses,20.0,3467.0,Yes,13.0,5.0,Mobile Wallet,6.0,0.0,6.0,117505.0,4.0,Clothing,2.97,False,09-11-2022
48.0,Male,Accessories,Summer,Oregon,Jewelry,9.0,2521.0,Yes,2.0,5.0,Credit Card,26.0,64.0,3.0,45997.0,8.0,Clothing,2.62,True,25-03-2023
69.0,Male,Outerwear,Spring,North Dakota,Coat,8.0,5774.0,Yes,13.0,10.0,Credit Card,7.0,93.0,4.0,79612.0,4.0,Footwear,2.16,True,17-09-2023
59.0,Male,Accessories,Spring,Maryland,Jewelry,12.0,4327.0,No,14.0,7.0,Credit Card,10.0,19.0,4.0,58681.0,8.0,Clothing,3.02,False,13-05-2023
48.0,Male,Accessories,Winter,Virginia,Backpack,7.0,4201.0,Yes,9.0,3.0,Credit Card,18.0,86.0,2.0,66838.0,8.0,Footwear,1.11,True,05-10-2022
25.0,Male,Clothing,Fall,South Dakota,Skirt,17.0,4730.0,No,15.0,7.0,Credit Card,29.0,10.0,4.0,55330.0,2.0,Clothing,1.83,False,19-05-2023
29.0,Male,Clothing,Winter,Georgia,Shirt,3.0,4556.0,No,6.0,6.0,Cash,29.0,23.0,10.0,74015.0,2.0,Footwear,4.66,False,19-10-2022
57.0,Male,Clothing,Spring,Hawaii,Sweater,3.0,8931.0,Yes,5.0,2.0,Cash,1.0,32.0,9.0,96550.0,5.0,Clothing,1.19,False,01-08-2022
23.0,Male,Footwear,Summer,Arkansas,Sneakers,4.0,3807.0,No,12.0,7.0,Cash,14.0,57.0,6.0,92270.0,1.0,Footwear,3.84,True,02-01-2022
45.0,Male,Footwear,Fall,Montana,Sandals,11.0,9073.0,No,8.0,8.0,Mobile Wallet,29.0,60.0,4.0,110379.0,6.0,Accessories,1.12,True,17-05-2022
38.0,Male,Accessories,Spring,Oklahoma,Belt,13.0,3911.0,No,23.0,2.0,Cash,3.0,2.0,7.0,90769.0,1.0,Footwear,1.93,False,25-03-2022
21.0,Male,Clothing,Summer,Minnesota,Skirt,8.0,3237.0,No,13.0,8.0,Cash,10.0,83.0,9.0,60074.0,6.0,Footwear,3.04,True,18-12-2023
32.0,Male,Clothing,Fall,Montana,Sweater,3.0,144.0,Yes,21.0,6.0,Mobile Wallet,29.0,5.0,3.0,68205.0,9.0,Outerwear,1.52,True,17-03-2022
63.0,Male,Clothing,Summer,Ohio,Skirt,15.0,8061.0,Yes,12.0,8.0,Credit Card,29.0,15.0,7.0,108853.0,5.0,Clothing,2.0,False,16-08-2023
29.0,Male,Accessories,Summer,Kentucky,Handbag,1.0,726.0,Yes,12.0,8.0,Debit Card,10.0,1.0,10.0,36234.0,10.0,Accessories,1.49,True,06-01-2022
27.0,Male,Accessories,Summer,Nebraska,Jewelry,17.0,8208.0,Yes,9.0,5.0,Debit Card,4.0,37.0,4.0,30990.0,7.0,Outerwear,2.93,True,23-12-2022
56.0,Male,Accessories,Spring,Delaware,Scarf,8.0,3272.0,Yes,23.0,5.0,Debit Card,14.0,16.0,10.0,37528.0,2.0,Accessories,3.65,False,02-02-2023
30.0,Male,Clothing,Winter,North Carolina,T-shirt,9.0,6170.0,No,16.0,7.0,Debit Card,5.0,28.0,5.0,84058.0,5.0,Accessories,3.28,False,12-07-2023
49.0,Male,Outerwear,Fall,New York,Coat,19.0,2506.0,No,13.0,1.0,Cash,9.0,25.0,6.0,53142.0,10.0,Outerwear,3.13,True,04-05-2022
58.0,Male,Clothing,Winter,Colorado,T-shirt,15.0,9115.0,No,3.0,9.0,Credit Card,13.0,81.0,7.0,34625.0,7.0,Clothing,2.02,False,10-01-2023
57.0,Male,Clothing,Fall,Delaware,Dress,1.0,2752.0,No,2.0,2.0,Credit Card,13.0,85.0,3.0,119364.0,9.0,Clothing,1.48,False,25-06-2023
60.0,Male,Footwear,Spring,Utah,Shoes,13.0,5121.0,Yes,19.0,9.0,Credit Card,12.0,86.0,10.0,94344.0,9.0,Accessories,2.95,True,07-05-2022
69.0,Male,Accessories,Spring,Connecticut,Handbag,18.0,1083.0,No,12.0,8.0,Debit Card,8.0,23.0,3.0,105262.0,9.0,Outerwear,3.6,True,24-06-2023
70.0,Male,Clothing,Spring,New Jersey,Skirt,13.0,2092.0,Yes,13.0,8.0,Mobile Wallet,9.0,7.0,3.0,83257.0,8.0,Clothing,3.85,False,09-01-2022
53.0,Male,Accessories,Winter,West Virginia,Sunglasses,6.0,3313.0,Yes,12.0,8.0,Credit Card,10.0,34.0,1.0,91854.0,9.0,Outerwear,4.25,True,11-01-2023
25.0,Male,Footwear,Spring,Indiana,Sandals,9.0,3142.0,No,19.0,6.0,Cash,24.0,91.0,5.0,96436.0,10.0,Footwear,2.6,True,13-09-2022
48.0,Male,Footwear,Summer,Delaware,Shoes,19.0,4352.0,No,18.0,1.0,Mobile Wallet,12.0,62.0,1.0,42193.0,4.0,Clothing,4.97,False,18-05-2023
