customer_id,age,gender,category,season,location,item_purchased,store_visits_per_month,total_spending,online_shopping,membership_duration,discount_usage,preferred_payment_method,days_since_last_purchase,loyalty_points,average_basket_size,annual_income,purchase_frequency,preferred_product_category,satisfaction_score,cross_channel_shopping
197,38,Male,Footwear,Summer,Washington,Boots,1,9707,No,20,3,Debit Card,10,35,7,79220,10,Outerwear,3.91,TRUE
198,59,Male,Accessories,Fall,South Carolina,Scarf,2,3069,Yes,18,8,Mobile Wallet,15,20,10,118790,9,Clothing,2.08,FALSE
199,57,Male,Accessories,Winter,Utah,Jewelry,19,3053,Yes,6,5,Credit Card,17,33,10,102710,3,Footwear,2.55,TRUE
200,54,Male,Accessories,Summer,Idaho,Hat,17,6300,Yes,22,6,Debit Card,15,3,8,117827,5,Accessories,3.39,TRUE
201,25,Male,Clothing,Summer,Pennsylvania,Dress,10,8730,Yes,12,9,Cash,30,80,6,30589,1,Outerwear,3.63,TRUE
202,69,Male,Clothing,Fall,Missouri,Blouse,11,7839,Yes,19,6,Mobile Wallet,24,17,5,86333,10,Footwear,4.57,FALSE
203,57,Male,Accessories,Spring,Nebraska,Hat,19,6751,No,5,8,Credit Card,15,21,9,70014,3,Outerwear,4.93,FALSE
204,70,Male,Accessories,Fall,Indiana,Scarf,19,591,No,4,10,Mobile Wallet,1,79,1,109909,10,Footwear,4.03,FALSE
205,24,Male,Footwear,Fall,Arizona,Sneakers,4,3239,No,3,9,Credit Card,23,48,4,58017,6,Footwear,1.26,TRUE
206,67,Male,Clothing,Winter,Hawaii,Shirt,14,2114,No,24,8,Credit Card,3,72,10,67371,4,Outerwear,4.46,FALSE
207,24,Male,Clothing,Summer,Wisconsin,T-shirt,8,3597,No,16,1,Mobile Wallet,18,41,5,47693,5,Footwear,2.55,FALSE
208,62,Male,Accessories,Summer,Rhode Island,Gloves,11,7463,Yes,17,7,Cash,30,99,7,57787,2,Clothing,3.15,TRUE
209,57,Male,Clothing,Spring,Wisconsin,Skirt,13,4109,Yes,24,5,Cash,10,24,1,115753,8,Outerwear,2.34,FALSE
210,55,Male,Footwear,Winter,Minnesota,Sandals,11,9487,Yes,22,5,Mobile Wallet,20,36,8,111822,5,Outerwear,4.92,TRUE
211,45,Male,Outerwear,Fall,Vermont,Jacket,4,3352,No,10,8,Mobile Wallet,13,65,1,89433,10,Clothing,4.05,TRUE
212,69,Male,Clothing,Fall,South Dakota,Skirt,9,6157,Yes,15,6,Mobile Wallet,18,62,5,73913,7,Outerwear,1.44,TRUE
213,67,Male,Accessories,Fall,Virginia,Handbag,8,210,No,14,5,Cash,28,59,4,94920,2,Accessories,3.15,TRUE
214,30,Male,Accessories,Fall,Nevada,Handbag,11,425,No,10,9,Credit Card,28,26,5,81116,9,Footwear,2.1,TRUE
215,24,Male,Outerwear,Summer,Hawaii,Jacket,13,4016,No,2,7,Debit Card,16,56,7,111894,2,Outerwear,3.92,TRUE
216,62,Male,Accessories,Spring,New Jersey,Scarf,12,4085,Yes,22,2,Mobile Wallet,30,51,6,59604,2,Clothing,3.75,TRUE
217,43,Male,Clothing,Spring,Massachusetts,Shorts,19,3108,Yes,11,1,Mobile Wallet,22,17,1,67813,10,Clothing,4.27,FALSE
218,35,Male,Accessories,Winter,Oklahoma,Sunglasses,2,8899,No,15,9,Debit Card,1,54,10,103361,6,Footwear,1.81,TRUE
219,28,Male,Clothing,Spring,California,T-shirt,8,7454,No,5,10,Mobile Wallet,26,98,3,82364,7,Footwear,1.96,FALSE
220,32,Male,Accessories,Spring,Nevada,Belt,17,5906,No,8,4,Debit Card,3,5,6,67221,5,Accessories,1.76,TRUE
221,39,Male,Footwear,Spring,Arizona,Sneakers,9,5671,Yes,24,10,Mobile Wallet,30,100,4,61948,2,Accessories,3.79,FALSE
222,28,Male,Accessories,Summer,North Carolina,Hat,12,2045,No,8,6,Cash,29,32,9,41231,7,Clothing,3.34,FALSE
223,47,Male,Accessories,Spring,New York,Gloves,18,7977,No,6,5,Credit Card,6,33,4,39372,8,Outerwear,2.69,FALSE
224,20,Male,Clothing,Spring,Wyoming,Pants,3,1207,No,21,10,Credit Card,1,13,2,98164,4,Accessories,1.25,FALSE
225,63,Male,Clothing,Summer,South Dakota,Socks,14,1777,No,9,5,Debit Card,25,39,10,59570,8,Outerwear,1.63,FALSE
226,25,Male,Outerwear,Spring,Arkansas,Jacket,18,3434,No,2,3,Cash,6,25,2,64093,3,Accessories,4.4,TRUE
227,29,Male,Footwear,Spring,Texas,Shoes,7,6063,Yes,8,3,Debit Card,12,79,5,60830,7,Clothing,2.38,TRUE
228,50,Male,Clothing,Winter,Rhode Island,Jeans,16,2233,Yes,1,1,Cash,25,76,7,92477,1,Footwear,1.72,TRUE
229,18,Male,Clothing,Spring,New Hampshire,Socks,8,6352,Yes,22,2,Cash,21,42,10,74743,10,Outerwear,4.05,FALSE
230,70,Male,Footwear,Spring,Ohio,Sandals,8,8358,No,7,7,Credit Card,1,1,5,81222,4,Outerwear,2.06,TRUE
231,66,Male,Accessories,Fall,Utah,Scarf,3,6381,No,16,5,Debit Card,4,67,3,34633,4,Accessories,4.93,TRUE
232,28,Male,Clothing,Spring,Tennessee,Blouse,4,4626,No,1,9,Credit Card,8,93,1,117711,9,Accessories,3.81,FALSE
233,54,Male,Accessories,Winter,Hawaii,Jewelry,6,5613,No,11,5,Credit Card,24,41,6,68388,10,Footwear,2.52,FALSE
234,19,Male,Clothing,Fall,Arizona,Sweater,2,7085,Yes,14,3,Cash,5,34,10,43427,7,Outerwear,2.42,TRUE
235,20,Male,Accessories,Summer,South Dakota,Gloves,17,9784,No,13,7,Cash,29,39,3,78001,3,Footwear,3.42,TRUE
236,43,Male,Accessories,Winter,New Jersey,Sunglasses,11,2962,No,4,8,Cash,4,49,2,112381,6,Accessories,4.13,FALSE
237,38,Male,Outerwear,Winter,North Dakota,Coat,16,9355,Yes,1,9,Credit Card,26,80,9,61766,9,Outerwear,3.88,TRUE
238,50,Male,Clothing,Summer,Iowa,Dress,12,4775,No,4,6,Debit Card,29,46,8,91457,4,Clothing,2.24,FALSE
239,64,Male,Clothing,Fall,Ohio,Skirt,14,9300,No,14,2,Mobile Wallet,7,75,8,63714,4,Accessories,4.96,TRUE
240,49,Male,Clothing,Summer,Vermont,Pants,18,4622,No,12,7,Cash,26,38,5,113149,2,Clothing,3.78,TRUE
241,47,Male,Clothing,Winter,Montana,Sweater,2,2983,Yes,22,8,Cash,16,91,8,101481,2,Footwear,4.26,FALSE
242,36,Male,Clothing,Winter,Delaware,Hoodie,12,8420,Yes,14,2,Credit Card,19,95,2,30406,5,Clothing,1.97,FALSE
243,55,Male,Outerwear,Summer,New York,Coat,9,7165,No,23,3,Debit Card,3,57,8,68496,8,Footwear,2.18,TRUE
244,25,Male,Accessories,Winter,Kentucky,Jewelry,10,9791,Yes,3,5,Mobile Wallet,25,100,1,39746,2,Clothing,2.51,FALSE
245,53,Male,Accessories,Spring,Oregon,Belt,10,4762,Yes,3,3,Credit Card,8,24,4,118305,4,Footwear,4.34,TRUE
246,49,Male,Footwear,Summer,Rhode Island,Sandals,6,2859,Yes,5,5,Debit Card,27,66,8,42748,6,Outerwear,1.04,TRUE
247,35,Male,Accessories,Spring,Nevada,Sunglasses,19,2114,No,9,10,Cash,16,29,1,44982,1,Footwear,3.5,TRUE
248,29,Male,Clothing,Spring,Montana,Sweater,18,2542,Yes,24,2,Cash,6,52,6,70849,9,Accessories,2.44,FALSE
249,47,Male,Accessories,Winter,Pennsylvania,Belt,14,3116,No,3,8,Credit Card,21,95,3,91674,7,Footwear,1.24,TRUE
250,53,Male,Accessories,Fall,Alaska,Handbag,15,7983,Yes,9,8,Debit Card,21,73,1,32427,1,Outerwear,3.16,TRUE
251,33,Male,Clothing,Fall,Mississippi,Skirt,11,4497,No,5,8,Credit Card,4,53,3,43124,4,Accessories,1.1,TRUE
252,21,Male,Accessories,Winter,Wyoming,Handbag,9,6097,No,19,4,Cash,22,80,8,45300,5,Accessories,1.64,FALSE
253,32,Male,Clothing,Summer,Delaware,Shorts,19,7430,Yes,7,3,Mobile Wallet,10,68,10,91522,4,Outerwear,1.25,TRUE
254,52,Male,Footwear,Winter,Oklahoma,Boots,6,9630,Yes,8,9,Credit Card,9,21,5,69309,3,Accessories,4.62,FALSE
255,67,Male,Accessories,Winter,Indiana,Sunglasses,12,7218,Yes,19,4,Debit Card,14,79,1,51094,3,Clothing,2.92,TRUE
256,43,Male,Accessories,Spring,Maryland,Scarf,7,8854,Yes,1,6,Cash,23,45,3,117033,6,Outerwear,1.96,FALSE
257,58,Male,Accessories,Spring,South Dakota,Jewelry,18,8380,Yes,13,2,Debit Card,16,48,7,41430,2,Accessories,1.65,TRUE
258,20,Male,Accessories,Summer,West Virginia,Handbag,14,4909,Yes,20,6,Cash,26,44,8,62490,2,Accessories,1.41,FALSE
259,61,Male,Accessories,Spring,Alabama,Gloves,1,3967,Yes,1,1,Mobile Wallet,29,83,6,45198,4,Footwear,3.24,FALSE
260,32,Male,Clothing,Fall,Louisiana,Jeans,13,5182,Yes,16,6,Credit Card,16,43,3,31338,7,Accessories,4.12,FALSE
261,38,Male,Accessories,Winter,Montana,Hat,12,6300,No,17,6,Debit Card,11,25,7,48467,8,Accessories,4.06,FALSE
262,21,Male,Clothing,Winter,California,Jeans,4,5225,No,7,6,Credit Card,5,67,9,77080,4,Footwear,2.09,TRUE
263,37,Male,Clothing,Summer,Hawaii,Pants,13,2770,Yes,8,8,Debit Card,22,100,10,66907,1,Outerwear,4.4,FALSE
264,27,Male,Clothing,Summer,Iowa,Shorts,1,849,No,15,6,Credit Card,29,73,10,50364,6,Footwear,3.69,TRUE
265,36,Male,Clothing,Fall,Colorado,Pants,5,8348,Yes,8,2,Debit Card,9,13,5,77084,5,Clothing,4.63,FALSE
266,32,Male,Accessories,Spring,Michigan,Backpack,17,899,Yes,18,10,Debit Card,8,96,7,91314,5,Outerwear,3.7,FALSE
267,51,Male,Accessories,Summer,Louisiana,Jewelry,9,7945,Yes,11,3,Debit Card,6,4,4,62332,1,Footwear,3.38,FALSE
268,64,Male,Clothing,Spring,Maryland,Sweater,15,7532,No,11,4,Credit Card,2,79,9,99112,10,Outerwear,1.69,FALSE
269,68,Male,Footwear,Spring,Georgia,Shoes,1,4649,No,18,8,Debit Card,7,79,8,49928,3,Accessories,4.18,TRUE
270,68,Male,Clothing,Winter,Georgia,Blouse,19,795,Yes,23,6,Credit Card,5,57,5,77235,6,Outerwear,4.71,TRUE
271,33,Male,Clothing,Fall,North Dakota,Jeans,5,4498,No,19,6,Cash,15,78,1,53011,7,Outerwear,3.63,TRUE
272,65,Male,Accessories,Summer,Maryland,Sunglasses,20,3467,Yes,13,5,Mobile Wallet,6,0,6,117505,4,Clothing,2.97,FALSE
273,48,Male,Accessories,Summer,Oregon,Jewelry,9,2521,Yes,2,5,Credit Card,26,64,3,45997,8,Clothing,2.62,TRUE
274,69,Male,Outerwear,Spring,North Dakota,Coat,8,5774,Yes,13,10,Credit Card,7,93,4,79612,4,Footwear,2.16,TRUE
275,59,Male,Accessories,Spring,Maryland,Jewelry,12,4327,No,14,7,Credit Card,10,19,4,58681,8,Clothing,3.02,FALSE
276,48,Male,Accessories,Winter,Virginia,Backpack,7,4201,Yes,9,3,Credit Card,18,86,2,66838,8,Footwear,1.11,TRUE
277,25,Male,Clothing,Fall,South Dakota,Skirt,17,4730,No,15,7,Credit Card,29,10,4,55330,2,Clothing,1.83,FALSE
278,29,Male,Clothing,Winter,Georgia,Shirt,3,4556,No,6,6,Cash,29,23,10,74015,2,Footwear,4.66,FALSE
279,57,Male,Clothing,Spring,Hawaii,Sweater,3,8931,Yes,5,2,Cash,1,32,9,96550,5,Clothing,1.19,FALSE
280,23,Male,Footwear,Summer,Arkansas,Sneakers,4,3807,No,12,7,Cash,14,57,6,92270,1,Footwear,3.84,TRUE
281,45,Male,Footwear,Fall,Montana,Sandals,11,9073,No,8,8,Mobile Wallet,29,60,4,110379,6,Accessories,1.12,TRUE
282,38,Male,Accessories,Spring,Oklahoma,Belt,13,3911,No,23,2,Cash,3,2,7,90769,1,Footwear,1.93,FALSE
283,21,Male,Clothing,Summer,Minnesota,Skirt,8,3237,No,13,8,Cash,10,83,9,60074,6,Footwear,3.04,TRUE
284,32,Male,Clothing,Fall,Montana,Sweater,3,144,Yes,21,6,Mobile Wallet,29,5,3,68205,9,Outerwear,1.52,TRUE
285,63,Male,Clothing,Summer,Ohio,Skirt,15,8061,Yes,12,8,Credit Card,29,15,7,108853,5,Clothing,2,FALSE
286,29,Male,Accessories,Summer,Kentucky,Handbag,1,726,Yes,12,8,Debit Card,10,1,10,36234,10,Accessories,1.49,TRUE
287,27,Male,Accessories,Summer,Nebraska,Jewelry,17,8208,Yes,9,5,Debit Card,4,37,4,30990,7,Outerwear,2.93,TRUE
288,56,Male,Accessories,Spring,Delaware,Scarf,8,3272,Yes,23,5,Debit Card,14,16,10,37528,2,Accessories,3.65,FALSE
289,30,Male,Clothing,Winter,North Carolina,T-shirt,9,6170,No,16,7,Debit Card,5,28,5,84058,5,Accessories,3.28,FALSE
290,49,Male,Outerwear,Fall,New York,Coat,19,2506,No,13,1,Cash,9,25,6,53142,10,Outerwear,3.13,TRUE
291,58,Male,Clothing,Winter,Colorado,T-shirt,15,9115,No,3,9,Credit Card,13,81,7,34625,7,Clothing,2.02,FALSE
292,57,Male,Clothing,Fall,Delaware,Dress,1,2752,No,2,2,Credit Card,13,85,3,119364,9,Clothing,1.48,FALSE
293,60,Male,Footwear,Spring,Utah,Shoes,13,5121,Yes,19,9,Credit Card,12,86,10,94344,9,Accessories,2.95,TRUE
294,69,Male,Accessories,Spring,Connecticut,Handbag,18,1083,No,12,8,Debit Card,8,23,3,105262,9,Outerwear,3.6,TRUE
295,70,Male,Clothing,Spring,New Jersey,Skirt,13,2092,Yes,13,8,Mobile Wallet,9,7,3,83257,8,Clothing,3.85,FALSE
296,53,Male,Accessories,Winter,West Virginia,Sunglasses,6,3313,Yes,12,8,Credit Card,10,34,1,91854,9,Outerwear,4.25,TRUE
297,25,Male,Footwear,Spring,Indiana,Sandals,9,3142,No,19,6,Cash,24,91,5,96436,10,Footwear,2.6,TRUE
298,48,Male,Footwear,Summer,Delaware,Shoes,19,4352,No,18,1,Mobile Wallet,12,62,1,42193,4,Clothing,4.97,FALSE
299,69,Male,Clothing,Winter,Maryland,T-shirt,3,5209,Yes,9,7,Credit Card,13,51,8,52795,1,Clothing,4.41,FALSE
300,25,Male,Footwear,Summer,Pennsylvania,Sneakers,15,7628,No,23,2,Credit Card,29,41,1,111032,9,Accessories,1.02,FALSE
301,29,Male,Accessories,Spring,Iowa,Hat,20,6685,Yes,24,7,Mobile Wallet,20,96,2,52458,3,Clothing,4.49,TRUE
302,46,Male,Clothing,Spring,Pennsylvania,Skirt,19,5573,Yes,18,6,Credit Card,3,46,5,68568,6,Footwear,4.08,FALSE
303,37,Male,Clothing,Summer,Delaware,Sweater,19,5824,No,12,2,Cash,23,93,5,60756,2,Clothing,3.35,TRUE
304,20,Male,Footwear,Summer,Oregon,Sandals,7,4038,Yes,11,10,Debit Card,24,34,2,56795,8,Outerwear,3.42,FALSE
305,40,Male,Clothing,Winter,Oregon,Dress,3,843,Yes,17,3,Mobile Wallet,16,17,2,48596,1,Clothing,2.88,FALSE
306,60,Male,Clothing,Fall,Utah,Sweater,7,8520,Yes,8,2,Debit Card,9,95,2,108330,1,Outerwear,2.48,TRUE
307,26,Male,Outerwear,Summer,North Dakota,Jacket,2,173,No,22,5,Cash,6,1,4,88602,10,Clothing,2.5,TRUE
308,29,Male,Accessories,Winter,Florida,Gloves,13,9426,Yes,13,6,Debit Card,26,97,7,110326,1,Clothing,4.31,FALSE
309,66,Male,Accessories,Fall,Maryland,Handbag,13,381,Yes,16,9,Credit Card,20,30,5,97213,5,Footwear,2.48,FALSE
310,66,Male,Clothing,Spring,Minnesota,Dress,14,6739,No,20,6,Mobile Wallet,20,35,9,90949,7,Accessories,2.96,FALSE
311,56,Male,Clothing,Winter,Montana,Pants,9,137,Yes,21,6,Cash,30,80,4,85961,4,Outerwear,2.92,FALSE
312,69,Male,Clothing,Winter,Rhode Island,Jeans,9,6487,Yes,9,4,Debit Card,10,11,3,104927,10,Outerwear,1.77,TRUE
313,38,Male,Clothing,Spring,Massachusetts,Pants,12,4301,Yes,18,9,Credit Card,26,70,4,104483,7,Accessories,4.1,TRUE
314,42,Male,Clothing,Spring,Vermont,Dress,5,3901,Yes,21,4,Credit Card,29,0,9,87513,7,Accessories,4.87,FALSE
315,30,Male,Clothing,Summer,New Jersey,Pants,2,5842,No,5,6,Debit Card,23,58,8,32151,8,Clothing,3.62,FALSE
316,66,Male,Accessories,Spring,Wisconsin,Jewelry,15,4842,Yes,13,6,Cash,15,14,8,64187,2,Clothing,2.37,TRUE
317,36,Male,Accessories,Fall,California,Handbag,19,1311,No,4,10,Cash,7,15,3,118167,10,Outerwear,3.76,FALSE
318,58,Male,Clothing,Fall,West Virginia,Sweater,13,2353,No,5,1,Credit Card,16,32,1,51794,9,Outerwear,1.95,FALSE
319,45,Male,Accessories,Winter,South Dakota,Backpack,2,6422,No,1,6,Cash,14,24,9,108908,1,Outerwear,3.47,TRUE
320,47,Male,Clothing,Spring,Maine,Shorts,16,5315,No,16,10,Mobile Wallet,21,3,10,68205,8,Accessories,1.07,TRUE
321,66,Male,Accessories,Summer,Kansas,Jewelry,10,2953,Yes,9,8,Cash,13,35,5,110579,2,Outerwear,4.51,TRUE
322,41,Male,Footwear,Summer,Vermont,Sneakers,2,1362,No,23,7,Mobile Wallet,28,68,7,50912,4,Footwear,3.51,FALSE
323,41,Male,Accessories,Winter,Tennessee,Belt,11,8775,No,4,5,Credit Card,20,36,3,77100,10,Outerwear,3.99,TRUE
324,66,Male,Clothing,Winter,Tennessee,Hoodie,2,4036,No,8,4,Credit Card,6,20,6,87369,7,Footwear,4.45,FALSE
325,37,Male,Clothing,Summer,Wyoming,Shirt,13,3370,No,20,5,Debit Card,13,54,5,43957,4,Footwear,4.59,TRUE
326,70,Male,Clothing,Winter,Vermont,Pants,17,2979,Yes,13,4,Cash,25,98,10,35962,8,Accessories,4.35,FALSE
327,62,Male,Accessories,Fall,New Jersey,Scarf,15,4248,Yes,17,6,Mobile Wallet,8,52,5,62754,3,Outerwear,2.07,TRUE
328,61,Male,Outerwear,Summer,Iowa,Coat,7,3777,Yes,7,10,Credit Card,30,55,7,62594,8,Footwear,4.49,FALSE
329,48,Male,Outerwear,Fall,Florida,Coat,8,3206,No,15,4,Debit Card,20,79,3,34531,2,Clothing,3.45,TRUE
330,70,Male,Clothing,Summer,Nevada,Socks,1,5844,No,17,1,Credit Card,28,68,8,57301,5,Clothing,2.36,TRUE
331,46,Male,Clothing,Winter,North Dakota,Sweater,17,4786,No,12,6,Mobile Wallet,9,21,5,51707,7,Footwear,4.24,TRUE
332,31,Male,Clothing,Fall,Florida,Shirt,8,1412,No,15,10,Credit Card,17,54,3,107837,7,Accessories,1.06,FALSE
333,19,Male,Clothing,Winter,New York,Shirt,8,5518,Yes,1,1,Mobile Wallet,13,75,8,114286,1,Clothing,4.65,TRUE
334,39,Male,Clothing,Winter,Alaska,Sweater,16,5881,No,14,8,Credit Card,23,52,2,86884,9,Accessories,4.31,TRUE
335,41,Male,Clothing,Fall,Kansas,Blouse,7,446,No,16,9,Credit Card,24,88,8,79683,4,Footwear,3.45,FALSE
336,20,Male,Clothing,Spring,Oregon,Sweater,19,4026,No,15,4,Mobile Wallet,8,44,9,52185,2,Clothing,4.59,FALSE
337,36,Male,Accessories,Fall,Rhode Island,Hat,10,2779,No,1,8,Mobile Wallet,9,43,2,82756,7,Clothing,4.9,FALSE
338,32,Male,Clothing,Winter,New Mexico,Sweater,10,6912,No,19,9,Cash,9,69,8,48546,6,Accessories,2.54,TRUE
339,69,Male,Clothing,Winter,Massachusetts,Hoodie,3,8875,No,20,8,Credit Card,5,35,1,39662,8,Clothing,3.6,FALSE
340,40,Male,Clothing,Spring,Pennsylvania,Shorts,13,6570,No,18,10,Credit Card,23,43,10,53884,6,Accessories,4.67,TRUE
341,40,Male,Clothing,Summer,New Jersey,Shorts,13,5374,Yes,15,2,Mobile Wallet,2,21,9,50848,9,Outerwear,2.07,TRUE
342,20,Male,Accessories,Summer,Utah,Hat,3,8519,Yes,2,8,Mobile Wallet,20,10,6,38715,1,Accessories,1.85,FALSE
343,64,Male,Outerwear,Spring,Kentucky,Coat,20,6745,Yes,5,1,Credit Card,14,76,8,48341,8,Accessories,5,FALSE
344,27,Male,Footwear,Summer,Nebraska,Sandals,19,9022,Yes,12,2,Cash,21,60,6,67504,3,Footwear,1.25,TRUE
345,24,Male,Clothing,Winter,Virginia,Skirt,6,6152,Yes,14,10,Mobile Wallet,26,4,5,71690,9,Outerwear,3.08,TRUE
346,48,Male,Footwear,Winter,Wyoming,Shoes,18,3123,No,23,5,Debit Card,28,90,1,44629,7,Footwear,1.84,TRUE
347,49,Male,Clothing,Spring,New Mexico,Jeans,14,1764,No,4,10,Debit Card,25,75,2,76651,9,Accessories,2.58,TRUE
348,36,Male,Footwear,Fall,Oregon,Sandals,17,3997,No,15,3,Credit Card,22,14,2,85624,5,Outerwear,4.06,TRUE
349,56,Male,Clothing,Fall,South Carolina,Blouse,14,7655,No,24,4,Cash,18,77,1,41942,6,Clothing,1.83,FALSE
350,37,Male,Accessories,Winter,Arizona,Hat,19,8943,No,18,1,Debit Card,1,2,9,95532,5,Footwear,4.46,TRUE
351,42,Male,Clothing,Spring,Kentucky,Sweater,7,3826,Yes,20,9,Cash,19,18,2,43355,3,Accessories,2.84,TRUE
352,28,Male,Clothing,Winter,New York,Skirt,1,9334,No,18,7,Debit Card,22,10,8,56845,5,Footwear,2.65,TRUE
353,27,Male,Clothing,Fall,Texas,Jeans,20,2226,Yes,12,5,Mobile Wallet,24,20,6,114572,9,Footwear,2.01,FALSE
354,63,Male,Footwear,Fall,Missouri,Sneakers,2,3629,Yes,8,4,Credit Card,22,21,9,116184,5,Outerwear,2.72,FALSE
355,58,Male,Accessories,Fall,Pennsylvania,Jewelry,17,6647,Yes,24,6,Debit Card,1,34,2,117739,7,Footwear,3.67,FALSE
356,37,Male,Accessories,Fall,Oregon,Jewelry,6,4435,Yes,17,5,Debit Card,25,85,6,78493,6,Clothing,1.49,TRUE
357,56,Male,Clothing,Spring,Nevada,Pants,19,6038,No,21,7,Debit Card,28,86,6,89414,1,Footwear,3.92,TRUE
358,18,Male,Accessories,Spring,Arkansas,Belt,2,5258,No,21,9,Mobile Wallet,4,40,7,117596,10,Footwear,3.74,TRUE
359,48,Male,Accessories,Summer,Minnesota,Hat,11,4659,Yes,12,5,Credit Card,24,85,8,75441,6,Footwear,2.2,FALSE
360,31,Male,Footwear,Winter,Georgia,Sneakers,5,2838,Yes,14,1,Mobile Wallet,30,79,1,58187,4,Outerwear,2.66,FALSE
361,51,Male,Clothing,Summer,Rhode Island,Pants,10,5959,Yes,16,4,Credit Card,26,25,5,98996,10,Accessories,2.83,TRUE
362,65,Male,Clothing,Spring,Nevada,T-shirt,7,594,Yes,4,7,Cash,19,33,10,35118,10,Footwear,1.14,TRUE
363,53,Male,Footwear,Fall,Texas,Sneakers,4,6985,No,3,4,Debit Card,28,1,7,41095,8,Outerwear,1.9,TRUE
364,55,Male,Clothing,Winter,Florida,Shorts,1,5515,Yes,3,2,Credit Card,18,8,1,111276,9,Outerwear,2.83,FALSE
365,62,Male,Footwear,Summer,North Dakota,Shoes,7,380,No,23,9,Debit Card,27,19,1,57936,8,Outerwear,3.71,FALSE
366,55,Male,Accessories,Summer,West Virginia,Gloves,17,6834,No,9,10,Mobile Wallet,12,32,10,69133,10,Clothing,4.33,FALSE
367,64,Male,Clothing,Spring,Nebraska,Socks,19,7743,Yes,22,5,Mobile Wallet,1,19,4,42968,8,Outerwear,4.16,FALSE
368,52,Male,Clothing,Spring,Tennessee,Dress,17,9476,Yes,19,9,Mobile Wallet,13,78,3,110700,8,Footwear,4.35,TRUE
369,24,Male,Accessories,Spring,Oklahoma,Handbag,14,9888,No,24,8,Cash,29,96,2,36539,1,Accessories,1.71,TRUE
370,38,Male,Accessories,Summer,Wisconsin,Belt,14,7675,No,16,6,Credit Card,26,8,8,100485,9,Outerwear,4.62,TRUE
371,59,Male,Accessories,Winter,Oregon,Scarf,4,2327,No,15,7,Mobile Wallet,2,96,9,84228,2,Accessories,2.36,TRUE
372,27,Male,Footwear,Winter,North Carolina,Sneakers,13,7998,No,15,3,Credit Card,23,0,2,64341,10,Footwear,2.04,FALSE
373,24,Male,Clothing,Summer,Pennsylvania,Sweater,9,8809,No,22,1,Debit Card,25,100,8,84508,4,Footwear,4.91,TRUE
374,23,Male,Outerwear,Summer,North Dakota,Coat,6,1674,No,15,7,Debit Card,12,55,5,79801,8,Clothing,3.88,FALSE
375,69,Male,Accessories,Spring,Ohio,Jewelry,13,897,Yes,6,6,Credit Card,15,87,8,98182,9,Footwear,4.7,TRUE
376,59,Male,Accessories,Summer,Oklahoma,Sunglasses,8,1615,Yes,22,8,Cash,20,78,6,76569,1,Accessories,4.23,FALSE
377,51,Male,Footwear,Fall,South Carolina,Shoes,4,1260,No,17,6,Debit Card,30,88,8,95064,9,Outerwear,1.92,TRUE
378,63,Male,Accessories,Spring,Maine,Scarf,15,9559,No,14,2,Debit Card,2,48,3,47889,1,Footwear,1.99,FALSE
379,54,Male,Clothing,Winter,Nevada,Dress,14,6001,Yes,23,4,Credit Card,18,52,3,109087,2,Outerwear,4.92,TRUE
380,32,Male,Clothing,Fall,Montana,T-shirt,12,3790,No,3,4,Debit Card,22,3,6,92857,7,Accessories,2.15,FALSE
381,39,Male,Accessories,Fall,New Hampshire,Backpack,12,5603,Yes,3,9,Debit Card,12,48,4,104986,6,Footwear,2.14,TRUE
382,66,Male,Accessories,Winter,Maine,Jewelry,3,4335,No,8,10,Credit Card,26,35,9,117043,2,Clothing,4.12,TRUE
383,28,Male,Clothing,Winter,California,Jeans,9,5313,Yes,9,3,Credit Card,7,93,4,57625,2,Clothing,2.38,FALSE
384,50,Male,Accessories,Fall,West Virginia,Sunglasses,10,1700,Yes,15,2,Credit Card,24,35,5,66747,2,Footwear,3.57,TRUE
385,70,Male,Clothing,Fall,California,Sweater,8,8605,Yes,17,7,Mobile Wallet,30,33,2,58190,3,Footwear,4.24,TRUE
386,67,Male,Clothing,Fall,West Virginia,Shorts,10,8333,No,15,3,Mobile Wallet,9,8,5,47068,7,Clothing,4.07,FALSE
387,64,Male,Accessories,Spring,Louisiana,Jewelry,16,7648,No,1,4,Cash,27,18,9,62982,10,Accessories,4.09,FALSE
388,45,Male,Outerwear,Summer,Georgia,Coat,9,5726,Yes,19,10,Debit Card,16,84,2,43773,4,Clothing,4.83,FALSE
389,22,Male,Accessories,Summer,Washington,Handbag,1,9700,No,2,3,Credit Card,21,9,4,66332,1,Clothing,4.44,TRUE
390,27,Male,Footwear,Spring,Virginia,Boots,19,9895,Yes,15,3,Credit Card,30,28,8,42552,7,Footwear,3.37,FALSE
391,25,Male,Accessories,Winter,Indiana,Gloves,10,2041,No,11,5,Credit Card,7,97,3,72143,1,Clothing,4.07,FALSE
392,37,Male,Clothing,Spring,Minnesota,Sweater,10,2822,Yes,2,1,Credit Card,17,19,1,114129,1,Footwear,2.34,TRUE
393,26,Male,Clothing,Spring,Idaho,T-shirt,2,7433,Yes,2,9,Credit Card,9,2,1,69658,4,Clothing,1,FALSE
394,33,Male,Footwear,Fall,Vermont,Shoes,12,8434,No,16,7,Credit Card,21,89,9,117376,2,Accessories,4.93,TRUE
